Complete NA Playstation Plus Master List by u/ABattleVet,913,Try restoring licenses to get DLC to unlock,,,Game Pass,,,,,,,,,,
Game,System,Tier,Status,Added,Removed,Months,Release,Age,Metacritic,User,Completion,Genre,Notes / Original System,PC Streaming,Local Multiplayer
Grid 2,PS5/PS4,Playstation Now (Discontinued),Removed,May 2013,Jun 2022,109.45,May 2013,0.00,82,,,,PS3,No,
Grid Autosport,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2014,Jun 2022,96.43,Jun 2014,0.00,75,,,,PS3,No,
Grim Fandango Remastered,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2015,Jun 2022,89.39,Jan 2015,0.00,84,,,,,No,
Guacamelee! Bundle Fantástico,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Guilty Gear Xrd -SIGN-,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2014,Jun 2022,90.41,Dec 2014,0.00,84,,,,,No,
Guilty Gear Xrd Rev 2,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2017,Jun 2022,63.42,Mar 2017,0.00,86,,,,,No,
Handball 16,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2015,Jun 2022,79.40,Nov 2015,0.00,30,,,,,No,
Hardware Rivals,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Harvest Moon: A Wonderful Life - Special Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Harvest Moon: Save the Homeland,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Heavenly Sword,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2007,Jun 2022,177.47,Sep 2007,0.00,79,,,,PS3,No,
HITMAN 2,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2018,Jun 2022,43.36,Nov 2018,0.00,82,,,,,No,
Hohokum,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2014,Jun 2022,94.42,Aug 2014,0.00,75,,,,,No,
Hotel Transylvania 3: Monsters Overboard,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2018,Jun 2022,47.41,Jul 2018,0.00,55,,,,,No,
Hunter's Trophy 2 : Australia,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Hunter's Trophy 2: America,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
In Space We Brawl,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2014,Jun 2022,92.42,Oct 2014,0.00,54,,,,,No,
Industry Giant 2,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2016,Jun 2022,67.36,Nov 2016,0.00,40,,,,,No,
Inside My Radio,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2015,Jun 2022,81.40,Sep 2015,0.00,68,,,,,No,
Ironcast,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2015,Jun 2022,87.45,Mar 2015,0.00,78,,,,,No,
Jeremy McGrath's Offroad,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2012,Jun 2022,120.43,Jun 2012,0.00,60,,,,PS3,No,
Journey,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2012,Jun 2022,119.44,Jul 2012,0.00,92,,,,PS3,No,
Katamari Forever,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2009,Jun 2022,153.44,Sep 2009,0.00,74,,,,PS3,No,
Kerbal Space Program,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Killing Floor 2,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
KILLZONE 2,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2009,Jun 2022,160.41,Feb 2009,0.00,91,,,,PS3,No,
KILLZONE 3,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2011,Jun 2022,136.41,Feb 2011,0.00,84,,,,PS3,No,
KILLZONE HD,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
King Oddball,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2014,Jun 2022,98.43,Apr 2014,0.00,66,,,,,No,
Last Tinker: City of Colors,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Legend of Kay Anniversary,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2015,Jun 2022,83.44,Jul 2015,0.00,62,,,,,No,
Lemmings,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2006,Jun 2022,186.48,Dec 2006,0.00,59,,,,PS3,No,
Limbo,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2011,Jun 2022,130.45,Aug 2011,0.00,88,,,,,No,
Lone Survivor: The Director's Cut,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2012,Jun 2022,123.45,Mar 2012,0.00,81,,,,,No,
Lords of the Fallen,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2014,Jun 2022,92.42,Oct 2014,0.00,73,,,,,No,
Lost Sea,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2016,Jun 2022,71.41,Jul 2016,0.00,59,,,,,No,
Lovely Planet,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2016,Jun 2022,77.39,Jan 2016,0.00,51,,,,,No,
LUMINES Supernova,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2008,Jun 2022,162.44,Dec 2008,0.00,80,,,,PS3,No,
Mahjong Tales: Ancient Wisdom,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Majin and the Forsaken Kingdom,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2010,Jun 2022,139.43,Nov 2010,0.00,72,,,,PS3,No,
Mantis Burn Racing,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2017,Jun 2022,59.41,Jul 2017,0.00,77,,,,,No,
Marvel Puzzle Quest: Dark Reign,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2015,Jun 2022,80.42,Oct 2015,0.00,,,,,,No,
Marvel's Avengers,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Mastercube,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2015,Jun 2022,82.42,Aug 2015,0.00,30,,,,,No,
Metal Gear Rising Revengeance Ultimate Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Metal Gear Solid 4: Guns of the Patriots,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2008,Jun 2022,173.46,Jan 2008,0.00,94,,,,PS3,No,
Metal Gear Solid V: Ground Zeroes,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Metal Gear Solid V: The Phantom Pain,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2015,Jun 2022,81.40,Sep 2015,0.00,93,,,,,No,
Metal Gear Solid: Peace Walker,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Miko Gakkou Monogatari: Kaede Episode,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2017,Jun 2022,56.38,Oct 2017,0.00,,,,,,No,
Minutes,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2015,Jun 2022,88.37,Feb 2015,0.00,76,,,,,No,
Mirror's Edge,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Momonga Pinball Adventures,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2016,Jun 2022,66.38,Dec 2016,0.00,69,,,,,No,
Monster Energy Supercross - The Official Videogame,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Monster Jam Steel Titans,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2019,Jun 2022,41.36,Jan 2019,0.00,53,,,,,No,
Mordheim - City of the Damned,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2016,Jun 2022,68.38,Oct 2016,0.00,72,,,,,No,
Mortal Kombat,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Moto GP 13,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,101.39,Jan 2014,0.00,73,,,,PS3,No,
Moto Racer 4,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2017,Jun 2022,65.36,Jan 2017,0.00,49,,,,,No,
MotoGP 17,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2017,Jun 2022,59.41,Jul 2017,0.00,73,,,,,No,
Motorcycle Club,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2015,Jun 2022,89.39,Jan 2015,0.00,26,,,,PS3,No,
MotorStorm: Apocalypse,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
MouseCraft,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2014,Jun 2022,95.44,Jul 2014,0.00,72,,,,,No,
MX vs. ATV: Supercross Encore,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2015,Jun 2022,80.42,Oct 2015,0.00,42,,,,,No,
MXGP2: The Official Motocross Videogame,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2016,Jun 2022,72.39,Jun 2016,0.00,65,,,,,No,
MXGP3: The Official Motocross Videogame,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Mystery Chronicle: One Way Heroics,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2016,Jun 2022,69.37,Sep 2016,0.00,68,,,,,No,
Natural Doctrine,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2014,Jun 2022,93.40,Sep 2014,0.00,53,,,,,No,
NBA 2K18,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2017,Jun 2022,57.37,Sep 2017,0.00,87,,,,,No,
Need for Speed Rivals,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2013,Jun 2022,103.40,Nov 2013,0.00,80,,,,PS3,No,
Neon Chrome,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2016,Jun 2022,75.42,Mar 2016,0.00,63,,,,,No,
Neurovoider,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2017,Jun 2022,63.42,Mar 2017,0.00,76,,,,,No,
Ni No Kuni: Wrath of the White Witch,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2019,Jun 2022,33.37,Sep 2019,0.00,86,,,,,No,
Nightmares From the Deep 2: The Siren's Call,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2016,Jun 2022,70.39,Aug 2016,0.00,69,,,,,No,
Nights Into Dreams,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2012,Jun 2022,116.42,Oct 2012,0.00,75,,,,PS3,No,
Nitroplus Blasterz: Heroines Infinite Duel,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2016,Jun 2022,76.37,Feb 2016,0.00,70,,,,,No,
No Time to Explain,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2015,Jun 2022,83.44,Jul 2015,0.00,54,,,,,No,
Nom Nom Galaxy,PS5/PS4,Playstation Now (Discontinued),Removed,May 2015,Jun 2022,85.45,May 2015,0.00,68,,,,,No,
NOVA-111,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2015,Jun 2022,82.42,Aug 2015,0.00,73,,,,,No,
Obliteracers,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2016,Jun 2022,76.37,Feb 2016,0.00,78,,,,,No,
Oddworld: Stranger's Wrath HD,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2011,Jun 2022,126.44,Dec 2011,0.00,82,,,,PS3,No,
OlliOlli,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,101.39,Jan 2014,0.00,78,,,,,No,
OlliOlli2: Welcome to Olliwood,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2015,Jun 2022,87.45,Mar 2015,0.00,82,,,,,No,
One Upon Light,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2015,Jun 2022,80.42,Oct 2015,0.00,59,,,,,No,
Onechanbara Z2: Chaos,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2015,Jun 2022,83.44,Jul 2015,0.00,57,,,,,No,
Operation Flashpoint: Red River,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2011,Jun 2022,132.46,Jun 2011,0.00,67,,,,PS3,No,
Overlord: Fellowship of Evil,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2015,Jun 2022,80.42,Oct 2015,0.00,33,,,,,No,
Pac-Man Championship Edition 2,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2016,Jun 2022,69.37,Sep 2016,0.00,77,,,,,No,
PAC-MAN Championship Edition DX,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Painkiller - Hell and Damnation,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Payday 2,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Pixel Heroes: Byte & Magic,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2017,Jun 2022,64.34,Feb 2017,0.00,58,,,,,No,
PixelJunk Nom Nom Galaxy,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
PixelJunk Shooter,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2009,Jun 2022,150.44,Dec 2009,0.00,87,,,,PS3,No,
PixelJunk Shooter 2,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2011,Jun 2022,135.48,Mar 2011,0.00,82,,,,PS3,No,
PixelJunk Shooter Ultimate,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2015,Jun 2022,80.42,Oct 2015,0.00,82,,,,,No,
PixelJunk Sidescroller,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2011,Jun 2022,128.45,Oct 2011,0.00,76,,,,PS3,No,
Plague Road,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2017,Jun 2022,60.39,Jun 2017,0.00,60,,,,,No,
PlayerUnknown's Battlegrounds,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2017,Jun 2022,63.42,Mar 2017,0.00,85,,,,,No,
Poncho,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2015,Jun 2022,79.40,Nov 2015,0.00,63,,,,,No,
Port Royale 3: Gold,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Professional Farmer 2017,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2016,Jun 2022,72.39,Jun 2016,0.00,33,,,,,No,
Project Cars,PS5/PS4,Playstation Now (Discontinued),Removed,May 2015,Jun 2022,85.45,May 2015,0.00,83,,,,,No,
Project Cars 2,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2017,Jun 2022,57.37,Sep 2017,0.00,82,,,,,No,
Pumped BMX+,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Ratatouille,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Real Farm,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2017,Jun 2022,56.38,Oct 2017,0.00,40,,,,,No,
Red Faction Battlegrounds,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Renegade Ops,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2011,Jun 2022,129.44,Sep 2011,0.00,80,,,,PS3,No,
Reus,PS5/PS4,Playstation Now (Discontinued),Removed,May 2013,Jun 2022,109.45,May 2013,0.00,75,,,,,No,
Revenge of Shinobi,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2002,Jun 2022,235.50,Nov 2002,0.00,51,,,,PS3,No,
RIDE 3,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2018,Jun 2022,43.36,Nov 2018,0.00,71,,,,,No,
Risen 3: Titan Lords - Enhanced Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
RIVE,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2016,Jun 2022,69.37,Sep 2016,0.00,82,,,,,No,
Rugby 15,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2015,Jun 2022,88.37,Feb 2015,0.00,19,,,,,No,
Rugby World Cup 2015,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Runner2: Future Legend of Rhythm Alien,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Saints Row IV,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Saints Row IV: Re-Elected,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Saints Row: Gat Out of Hell,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Sebastien Loeb Rally Evo,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
SEGA Bass Fishing,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2011,Jun 2022,128.45,Oct 2011,0.00,57,,,,PS3,No,
Siegecraft Commander,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2017,Jun 2022,65.36,Jan 2017,0.00,61,,,,,No,
Silent Hill HD Collection,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2012,Jun 2022,123.45,Mar 2012,0.00,70,,,,PS3,No,
Skyscrappers,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2015,Jun 2022,79.40,Nov 2015,0.00,58,,,,,No,
Slime-san Superslime Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2018,Jun 2022,48.39,Jun 2018,0.00,81,,,,,No,
Sly Cooper Collection,PS5/PS4,Playstation Now (Discontinued),Removed,May 2014,Jun 2022,97.45,May 2014,0.00,80,,,,PS3,No,
Sly Cooper: Thieves in Time,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2013,Jun 2022,112.37,Feb 2013,0.00,75,,,,PS3,No,
Sniper: Ghost Warrior,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2010,Jun 2022,146.47,Apr 2010,0.00,55,,,,PS3,No,
Sniper: Ghost Warrior 2,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Sonic Adventure,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2010,Jun 2022,141.44,Sep 2010,0.00,48,,,,PS3,No,
Sonic Adventure 2,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2012,Jun 2022,116.42,Oct 2012,0.00,65,,,,PS3,No,
Sonic CD,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2011,Jun 2022,126.44,Dec 2011,0.00,80,,,,PS3,No,
Sonic Forces,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Sonic Generations,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2011,Jun 2022,127.43,Nov 2011,0.00,77,,,,PS3,No,
Sonic Mania,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Sonic the Fighters,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2012,Jun 2022,115.40,Nov 2012,0.00,47,,,,PS3,No,
Sonic The Hedgehog 4 Episode I,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2010,Jun 2022,140.45,Oct 2010,0.00,72,,,,PS3,No,
Sonic The Hedgehog 4 Episode II,PS5/PS4,Playstation Now (Discontinued),Removed,May 2012,Jun 2022,121.45,May 2012,0.00,61,,,,PS3,No,
Sonic Unleashed,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2008,Jun 2022,162.44,Dec 2008,0.00,54,,,,PS3,No,
Soul Axiom,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2016,Jun 2022,72.39,Jun 2016,0.00,57,,,,,No,
Sound Shapes,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2012,Jun 2022,118.42,Aug 2012,0.00,84,,,,,No,
Sparkle 2,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2013,Jun 2022,108.43,Jun 2013,0.00,76,,,,,No,
Spec Ops: The Line,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2012,Jun 2022,120.43,Jun 2012,0.00,77,,,,PS3,No,
Spelunky,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2013,Jun 2022,102.41,Dec 2013,0.00,83,,,,,No,
Square Heroes,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2016,Jun 2022,75.42,Mar 2016,0.00,,,,,,No,
Starhawk,PS5/PS4,Playstation Now (Discontinued),Removed,May 2012,Jun 2022,121.45,May 2012,0.00,77,,,,PS3,No,
Stealth Inc: A Clone in the Dark,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Stick it to the Man,PS5/PS4,Playstation Now (Discontinued),Removed,May 2014,Jun 2022,97.45,May 2014,0.00,75,,,,,No,
Stikbold! A Dodgeball Adventure,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2016,Jun 2022,74.40,Apr 2016,0.00,75,,,,,No,
Strike Suit Zero: Director's Cut,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2014,Jun 2022,98.43,Apr 2014,0.00,68,,,,,No,
Styx: Shards of Darkness,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2017,Jun 2022,63.42,Mar 2017,0.00,72,,,,,No,
Super Dungeon Bros,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2016,Jun 2022,67.36,Nov 2016,0.00,43,,,,PS3,No,
Super Hang-On,PS5/PS4,Playstation Now (Discontinued),Removed,May 2012,Jun 2022,121.45,May 2012,0.00,,,,,PS3,No,
Super Mega Baseball,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2014,Jun 2022,90.41,Dec 2014,0.00,85,,,,,No,
Super Stacker Party,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Super Stardust Ultra,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2015,Jun 2022,88.37,Feb 2015,0.00,74,,,,,No,
Super Toy Cars,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2015,Jun 2022,81.40,Sep 2015,0.00,54,,,,,No,
Superhot,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Syberia II,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2006,Jun 2022,188.48,Oct 2006,0.00,71,,,,PS3,No,
Table Top Racing: World Tour,PS5/PS4,Playstation Now (Discontinued),Removed,May 2016,Jun 2022,73.41,May 2016,0.00,55,,,,,No,
Tachyon Project,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2016,Jun 2022,77.39,Jan 2016,0.00,71,,,,,No,
Tales of Zestiria,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2015,Jun 2022,80.42,Oct 2015,0.00,72,,,,,No,
Team Sonic Racing,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Technomancer,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2016,Jun 2022,72.39,Jun 2016,0.00,60,,,,,No,
Tekken 7,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2017,Jun 2022,60.39,Jun 2017,0.00,82,,,,,No,
Tekken Tag Tournament 2,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2012,Jun 2022,117.40,Sep 2012,0.00,82,,,,PS3,No,
Tennis in the Face,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2014,Jun 2022,90.41,Dec 2014,0.00,73,,,,,No,
Tetraminos,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2016,Jun 2022,75.42,Mar 2016,0.00,50,,,,,No,
The Awakened Fate Ultimatum,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
The Bug Butcher,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2016,Jun 2022,77.39,Jan 2016,0.00,80,,,,,No,
The Deer God,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2017,Jun 2022,62.40,Apr 2017,0.00,46,,,,,No,
The Dwarves,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2016,Jun 2022,66.38,Dec 2016,0.00,60,,,,,No,
The Evil Within 2,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2017,Jun 2022,56.38,Oct 2017,0.00,82,,,,,No,
The Final Station,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2016,Jun 2022,70.39,Aug 2016,0.00,76,,,,,No,
The Golf Club 2019 Featuring PGA Tour,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2018,Jun 2022,46.39,Aug 2018,0.00,75,,,,,No,
The House of the Dead 3,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2002,Jun 2022,236.52,Oct 2002,0.00,70,,,,PS3,No,
The House of the Dead 4,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
The House of the Dead Overkill Extended Cut,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
The Keeper of 4 Elements,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2016,Jun 2022,66.38,Dec 2016,0.00,50,,,,,No,
The Last of Us,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2013,Jun 2022,108.43,Jun 2013,0.00,95,,,,PS3,No,
The Last of Us Part II,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
The Legend of Heroes: Trails of Cold Steel,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2015,Jun 2022,78.41,Dec 2015,0.00,86,,,,PS3,No,
The Legend of Heroes: Trails of Cold Steel II,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2016,Jun 2022,69.37,Sep 2016,0.00,80,,,,PS3,No,
The Metronomicon: Slay the Dance Floor,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2016,Jun 2022,69.37,Sep 2016,0.00,79,,,,,No,
The Revenge of Shinobi,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
The Sly Collection,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
The Spectrum Retreat,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2018,Jun 2022,47.41,Jul 2018,0.00,67,,,,,No,
The Swapper,PS5/PS4,Playstation Now (Discontinued),Removed,May 2013,Jun 2022,109.45,May 2013,0.00,83,,,,,No,
